race_id,horse_id,horse_name,frame_number,horse_number,current_jockey,assigned_weight,current_odds,current_popularity,target_track,target_race_date,target_race_number,target_surface,target_distance,horse_country,is_overseas_race,country_value_score,history_count,avg_finish,avg_last3f,avg_popularity,avg_weight,avg_odds,current_popularity_score,popularity_gap,days_since_last_run,odds_history_trend,odds_volatility,odds_snapshot_count,odds_first,odds_latest,odds_min,odds_max,odds_range_ratio,odds_slope_recent,odds_slope_full,popularity_latest,popularity_change,odds_span_minutes,speed_score,front_rate,closing_strength,consistency,ability_score,course_score,pace_score,weight_score,jockey_score,market_support,market_support_base,pace_high,pace_mid,pace_slow,pace_mix_high,pace_mix_mid,pace_mix_slow,model_score,win_odds,predicted_odds_structural,predicted_odds_live,predicted_odds,predicted_odds_source,win_prob,fair_odds,market_prob,market_shrink_used,probability_cap,probability_band,ev,ev_win,ev_current,ev_predicted_structural,ev_predicted_live,ev_predicted,odds_gap,odds_gap_ratio,ev_delta,ev_delta_ratio,win5_rank
20260606_東京_11,pw01dud002019100553/DD,ドンレパルス,1,1,菅原 明良,57,22.6,7,東京,2026-06-06,11,ダート,1400,,0,0.0,4,4.9355,36.8081,3.3387,58,0,7,3.6613,35,0,0,2,22.6,22.6,22.6,22.6,0,0,0,7,0,0.6777,0.9444,0.7789,0.0,0.3145,0.3086,0.1774,0.283652,0.3333,0.4403,0.0442,0.0442,0.077385,0.40443,0.52879,0.437745,0.382255,0.18,0.267024,22.6,23.340608,22.601004,23.340608,structural,0.050918,19.639381,0.035134,0.580407,0.050918,contender,1.150749,1.150749,1.150749,1.188459,1.1508,1.188459,0.740608,0.03277,0.03771,0.03277,7
20260606_東京_11,pw01dud002022100204/04,ピエマンソン,4,8,丹内 祐次,56,19.4,6,東京,2026-06-06,11,ダート,1400,,0,0.0,4,6.7097,36.9339,2.2903,57.3226,0,6,3.7097,35,0,0,2,19.4,19.4,19.4,19.4,0,0,0,6,0,0.6777,0.832,0.7334,0.0,0.2954,0.2678,0.1785,0.272196,0.4409,0.0,0.0515,0.0515,0.09331,0.3692,0.50123,0.437745,0.382255,0.18,0.222469,19.4,20.215202,19.401105,20.215202,structural,0.057605,17.359535,0.04093,0.580407,0.057605,contender,1.117541,1.117541,1.117541,1.164501,1.117605,1.164501,0.815202,0.042021,0.04696,0.042021,6
20260606_東京_11,pw01dud002022103779/75,ゴールドハンマー,2,4,横山 典弘,53,17.2,5,東京,2026-06-06,11,ダート,1400,,0,0.0,4,4.7419,36.3806,3.4677,55.4194,0,5,1.5323,35,0,0,2,17.2,17.2,17.2,17.2,0,0,0,5,0,0.6777,0.8429,0.5683,0.0,0.2188,0.4123,0.4067,0.297612,0.8065,0.5984,0.0581,0.0581,0.151095,0.38545,0.467395,0.437745,0.382255,0.18,0.397086,17.2,17.220613,17.200028,17.220613,structural,0.064167,15.584248,0.046165,0.580407,0.064167,contender,1.103679,1.103679,1.103679,1.105001,1.10368,1.105001,0.020613,0.001198,0.001323,0.001198,5
20260606_東京_11,pw01dud002022106639/D1,モーニングマジック,3,5,三浦 皇成,54,14.2,4,東京,2026-06-06,11,ダート,1400,,0,0.0,4,2.0323,36.0226,1.5323,55.8226,0,4,2.4677,35,0,0,2,14.2,14.2,14.2,14.2,0,0,0,4,0,0.6777,0.8281,0.8292,0.0,0.4785,0.5799,0.5992,0.382636,0.6075,0.5847,0.0704,0.0704,0.05978,0.59934,0.707595,0.437745,0.382255,0.18,0.492492,14.2,14.567805,14.200499,14.567805,structural,0.076246,13.115505,0.055918,0.580407,0.076246,contender,1.082688,1.082688,1.082688,1.110732,1.082726,1.110732,0.367805,0.025902,0.028044,0.025902,4
20260606_東京_11,pw01dud002021106328/2F,クインズデネブ,5,10,吉田 豊,54,36.6,11,東京,2026-06-06,11,ダート,1400,,0,0.0,4,4.8871,35.7097,5.7903,55.4516,0,11,5.2097,35,0,0,2,36.6,36.6,36.6,36.6,0,0,0,11,0,0.6777,0.8631,0.3975,0.0968,0.2857,0.3405,0.5992,0.327507,0.4839,0.079,0.0273,0.0273,0.273795,0.33546,0.44124,0.437745,0.382255,0.18,0.327607,36.6,38.96926,36.603211,38.96926,structural,0.026468,37.781938,0.021695,0.740407,0.026468,outsider,0.968717,0.968717,0.968717,1.031426,0.968802,1.031426,2.36926,0.064734,0.062709,0.064734,11
20260606_東京_11,pw01dud002022100071/B9,ワンダラー,7,14,横山 武史,57,37.3,12,東京,2026-06-06,11,ダート,1400,,0,0.0,4,5.371,35.8661,3.0645,58,0,12,8.9355,35,0,0,2,37.3,37.3,37.3,37.3,0,0,0,12,0,0.6777,0.9456,0.575,0.0446,0.2954,0.3096,0.3266,0.29735,0.3333,0.1468,0.0268,0.0268,0.17774,0.35842,0.45854,0.437745,0.382255,0.18,0.264956,37.3,39.732443,37.303297,39.732443,structural,0.025933,38.560386,0.021288,0.740407,0.025933,outsider,0.967314,0.967314,0.967314,1.030395,0.967399,1.030395,2.432443,0.065213,0.063081,0.065213,12
20260606_東京_11,pw01dud002022105381/07,エイプリルインパリ,4,7,小崎 綾也,53,33,9,東京,2026-06-06,11,ダート,1400,,0,0.0,4,2.8871,36.5258,1.9032,55.8226,0,9,7.0968,35,0,0,2,33,33,33,33,0,0,0,9,0,0.6777,0.8706,0.9469,0.0,0.359,0.5237,0.578,0.356437,0.9409,0.6476,0.0303,0.0303,0.018585,0.55893,0.748045,0.437745,0.382255,0.18,0.48862,33,35.221028,33.00301,35.221028,structural,0.029128,34.330712,0.024062,0.740407,0.029128,outsider,0.961238,0.961238,0.961238,1.025934,0.961326,1.025934,2.221028,0.067304,0.064695,0.067304,9
20260606_東京_11,pw01dud002020104893/EB,セミマル,3,6,C.ルメール,56,9.7,3,東京,2026-06-06,11,ダート,1400,,0,0.0,4,3.871,35.829,5.1774,57.4677,0,3,-2.1774,35,0,0,2,9.7,9.7,9.7,9.7,0,0,0,3,0,0.6777,0.9162,0.5285,0.057,0.4785,0.3508,0.2,0.326823,0.4892,0.0,0.1031,0.1031,0.202075,0.42465,0.42245,0.437745,0.382255,0.18,0.279136,9.7,9.394628,9.699586,9.394628,structural,0.099087,10.092162,0.081859,0.380407,0.127606,favorite,0.961142,0.961142,0.961142,0.930884,0.961101,0.930884,-0.305372,-0.031482,-0.030258,-0.031482,3
20260606_東京_11,pw01dud002022102315/96,シュヴァルボヌール,8,16,F.ゴンサルベス,54,33.5,10,東京,2026-06-06,11,ダート,1400,,0,0.0,4,3.2419,36.5516,1,55.1452,0,10,9,35,0,0,2,33.5,33.5,33.5,33.5,0,0,0,10,0,0.6777,0.9413,0.7419,0.0,0.3483,0.4874,0.1648,0.321111,0.3817,0.096,0.0299,0.0299,0.090335,0.49657,0.50973,0.437745,0.382255,0.18,0.320962,33.5,35.795836,33.503112,35.795836,structural,0.028588,34.979487,0.023703,0.740407,0.028588,outsider,0.957704,0.957704,0.957704,1.023338,0.957793,1.023338,2.295836,0.068532,0.065634,0.068532,10
20260606_東京_11,pw01dud002018101243/9D,オレデイイノカ,1,2,松岡 正海,53,115,16,東京,2026-06-06,11,ダート,1400,,0,0.0,4,10.5484,38.2387,13.2903,53.6774,0,16,2.7097,35,0,0,2,115,115,115,115,0,0,0,16,0,0.6777,0.6538,0.6309,0.0,0.2527,0.1802,0.2368,0.250272,0.2258,0.2097,0.0087,0.0087,0.129185,0.29209,0.45594,0.437745,0.382255,0.18,0.184764,115,126.501846,115.01559,126.501846,structural,0.007526,132.872781,0.006905,0.880407,0.007526,longshot,0.86549,0.86549,0.86549,0.952052,0.865607,0.952052,11.501846,0.100016,0.086563,0.100016,16
20260606_東京_11,pw01dud002022106541/18,グレイテストソング,2,3,長浜 鴻緒,55,94.2,15,東京,2026-06-06,11,ダート,1400,,0,0.0,4,7.2097,37.9952,6.0323,55,0,15,8.9677,35,0,0,2,94.2,94.2,94.2,94.2,0,0,0,15,0,0.6777,0.6395,0.6509,0.0,0.2227,0.2529,0.1363,0.254935,0.0,0.0621,0.0106,0.0106,0.122185,0.32344,0.43229,0.437745,0.382255,0.18,0.17233,94.2,104.294385,94.213682,104.294385,structural,0.00908,110.134124,0.008429,0.880407,0.00908,longshot,0.855321,0.855321,0.855321,0.946976,0.855445,0.946976,10.094385,0.107159,0.091655,0.107159,15
20260606_東京_11,pw01dud002021104784/A9,オペラプラージュ,6,11,荻野 極,53,76.1,14,東京,2026-06-06,11,ダート,1400,,0,0.0,4,13.1129,40.6565,10.5323,54.0806,0,14,3.4677,35,0,0,2,76.1,76.1,76.1,76.1,0,0,0,14,0,0.6777,0.615,0.5095,0.0,0.3038,0.1731,0.2473,0.254022,0.3602,0.0,0.0131,0.0131,0.171675,0.27959,0.399985,0.437745,0.382255,0.18,0.178356,76.1,84.759197,76.111737,84.759197,structural,0.011118,89.942455,0.010434,0.880407,0.011118,longshot,0.846097,0.846097,0.846097,0.942371,0.846227,0.942371,8.659197,0.113787,0.096275,0.113787,14
20260606_東京_11,pw01dud002021104786/8F,シャパリュ,7,13,菊沢 一樹,55,48.5,13,東京,2026-06-06,11,ダート,1400,,0,0.0,4,5.0161,37.0048,6.8387,58,0,13,6.1613,35,0,0,2,48.5,48.5,48.5,48.5,0,0,0,13,0,0.6777,0.7948,0.9364,0.0,0.2192,0.3765,0.6331,0.311239,1.0,0.2113,0.0206,0.0206,0.02226,0.44129,0.73783,0.437745,0.382255,0.18,0.395938,48.5,54.339583,48.507915,54.339583,structural,0.017259,57.939198,0.016372,0.880407,0.017259,longshot,0.837084,0.837084,0.837084,0.937873,0.837221,0.937873,5.839583,0.120404,0.100788,0.120404,13
20260606_東京_11,pw01dud002022100905/CE,メリディアンスター,5,9,M.ディー,56,4.4,2,東京,2026-06-06,11,ダート,1400,,0,0.0,4,2.4355,35.4694,1.4032,56.2419,0,2,0.5968,35,0,0,2,4.4,4.4,4.4,4.4,0,0,0,2,0,0.6777,0.9331,0.7296,0.1769,0.359,0.5655,0.5215,0.406877,0.0806,0.4185,0.2273,0.2273,0.209625,0.53637,0.61158,0.437745,0.382255,0.18,0.442824,4.4,4.984623,4.400792,4.984623,structural,0.165029,6.059546,0.180462,0.380407,0.26077,favorite,0.726127,0.726127,0.726127,0.822607,0.726258,0.822607,0.584623,0.132869,0.09648,0.132869,2
20260606_東京_11,pw01dud002022110007/C9,スナッピードレッサ,6,12,D.レーン,57,2,1,東京,2026-06-06,11,ダート,1400,,0,0.0,4,2.6613,36.5742,1.2258,57.4194,0,1,-0.2258,35,0,0,2,2,2,2,2,0,0,0,1,0,0.6777,0.8241,0.7884,0.0,0.3204,0.5294,0.6048,0.34998,0.1398,0.4185,0.5,0.5,0.07406,0.5185,0.66312,0.437745,0.382255,0.18,0.467681,2,2.464345,2.000629,2.464345,structural,0.287367,3.479867,0.397017,0.380407,0.54949,favorite,0.574735,0.574735,0.574735,0.708172,0.574916,0.708172,0.464345,0.232172,0.133437,0.232172,1
20260606_阪神_10,pw01dud002020103625/10,ゴルデールスカー,6,8,坂井 瑠星,58,28.4,8,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,4.4516,37.9629,5.2742,57.3548,0,8,2.7258,35,0,0,2,28.4,28.4,28.4,28.4,0,0,0,8,0,0.6777,0.5817,0.8046,0.0,0.1967,0.3208,0.475,0.295605,-0.2151,0.1129,0.0352,0.0352,0.06839,0.38033,0.614535,0.40675,0.41325,0.18,0.244581,28.4,28.469926,28.400095,28.469926,structural,0.042224,23.683458,0.027518,0.580407,0.042224,contender,1.199149,1.199149,1.199149,1.202102,1.199153,1.202102,0.069926,0.002462,0.002953,0.002462,8
20260606_阪神_10,pw01dud002020104561/42,タイガースパーク,6,7,田口 貫太,58,25.4,7,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,5.1452,36.9581,6.0161,58,0,7,0.9839,35,0,0,2,25.4,25.4,25.4,25.4,0,0,0,7,0,0.6777,0.6008,0.5218,0.0,0.2128,0.2985,0.3427,0.275174,-0.0,0.65,0.0394,0.0394,0.16737,0.31745,0.42172,0.40675,0.41325,0.18,0.274104,25.4,24.750986,25.39912,24.750986,structural,0.045917,21.778651,0.030768,0.580407,0.045917,contender,1.16628,1.16628,1.16628,1.136479,1.166239,1.136479,-0.649014,-0.025552,-0.0298,-0.025552,7
20260606_阪神_10,pw01dud002017103267/DB,エクストラノート,8,12,藤懸 貴志,58,91.1,12,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,9.2097,38.0629,12.9839,56.3871,0,12,-0.9839,35,0,0,2,91.1,91.1,91.1,91.1,0,0,0,12,0,0.6777,0.6249,0.3757,0.0,0.3038,0.1859,0.4446,0.265409,-0.5376,0.2935,0.011,0.011,0.218505,0.25923,0.385585,0.40675,0.41325,0.18,0.164579,91.1,86.299633,91.093494,86.299633,structural,0.012223,81.812975,0.008579,0.740407,0.012223,outsider,1.113515,1.113515,1.113515,1.05484,1.113436,1.05484,-4.800367,-0.052693,-0.058675,-0.052693,12
20260606_阪神_10,pw01dud002022101572/10,プライベートアイズ,7,9,鮫島 克駿,58,18.4,6,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,6.3548,36.9532,6.2419,57.4677,0,6,-0.2419,35,0,0,2,18.4,18.4,18.4,18.4,0,0,0,6,0,0.6777,0.7733,0.7476,0.0,0.2432,0.2538,0.1527,0.269138,-0.1774,0.0,0.0543,0.0543,0.08834,0.34938,0.49347,0.40675,0.41325,0.18,0.16336,18.4,17.812319,18.399203,17.812319,structural,0.059357,16.847246,0.042474,0.580407,0.059357,contender,1.092167,1.092167,1.092167,1.057284,1.092119,1.057284,-0.587681,-0.031939,-0.034883,-0.031939,6
20260606_阪神_10,pw01dud002020101913/CF,タカサンフェイス,2,2,松山 弘平,58,16.8,5,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,7.6613,38.8887,8.4032,56.2097,0,5,-3.4032,35,0,0,2,16.8,16.8,16.8,16.8,0,0,0,5,0,0.6777,0.6119,0.7543,0.0,0.3483,0.1963,0.2938,0.281007,-0.5968,0.1153,0.0595,0.0595,0.085995,0.3535,0.55525,0.40675,0.41325,0.18,0.137159,16.8,15.249548,16.797899,15.249548,structural,0.064104,15.599666,0.046519,0.580407,0.064104,contender,1.076946,1.076946,1.076946,0.977556,1.076811,0.977556,-1.550452,-0.092289,-0.09939,-0.092289,5
20260606_阪神_10,pw01dud002021106359/D2,バトンインディ,4,4,幸 英明,58,8.3,3,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,4.7097,37.9419,6.5968,58,0,3,-3.5968,35,0,0,2,8.3,8.3,8.3,8.3,0,0,0,3,0,0.6777,0.6566,0.9573,0.0,0.2817,0.2648,0.472,0.302704,-0.0,0.65,0.1205,0.1205,0.014945,0.40837,0.71037,0.40675,0.41325,0.18,0.292189,8.3,7.517585,8.29894,7.517585,structural,0.128897,7.75811,0.094159,0.380407,0.144013,favorite,1.069848,1.069848,1.069848,0.968997,1.069712,0.968997,-0.782415,-0.094267,-0.100851,-0.094267,3
20260606_阪神_10,pw01dud002019102514/EE,サパテアール,3,3,国分 優作,58,76.6,11,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,9.5323,38.6016,6.8387,57.6452,0,11,4.1613,35,0,0,2,76.6,76.6,76.6,76.6,0,0,0,11,0,0.6777,0.6323,0.6072,0.0,0.2026,0.2057,0.1933,0.249746,-0.1183,0.2097,0.0131,0.0131,0.13748,0.28507,0.42234,0.40675,0.41325,0.18,0.162299,76.6,79.208413,76.603535,79.208413,structural,0.013941,71.729291,0.010203,0.740407,0.013941,outsider,1.067904,1.067904,1.067904,1.104269,1.067953,1.104269,2.608413,0.034052,0.036365,0.034052,11
20260606_阪神_10,pw01dud002021101226/6D,クリノフィガロ,1,1,団野 大成,58,15.3,4,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,6.6935,37.5113,6.6452,58,0,4,-2.6452,35,0,0,2,15.3,15.3,15.3,15.3,0,0,0,4,0,0.6777,0.6378,0.6565,0.0,0.2432,0.2528,0.2,0.267907,-0.0,0.1782,0.0654,0.0654,0.120225,0.33066,0.457555,0.40675,0.41325,0.18,0.199145,15.3,14.188782,15.298494,14.188782,structural,0.069408,14.407506,0.05108,0.580407,0.069408,contender,1.061946,1.061946,1.061946,0.984819,1.061842,0.984819,-1.111218,-0.072629,-0.077128,-0.072629,4
20260606_阪神_10,pw01dud002019102705/B3,ヒデノレインボー,7,10,吉村 誠之助,58,52.4,10,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,7.5323,37.921,8.8548,58,0,10,1.1452,35,0,0,2,52.4,52.4,52.4,52.4,0,0,0,10,0,0.6777,0.6453,0.7362,0.0,0.435,0.2135,0.3188,0.29829,-0.0,0.3879,0.0191,0.0191,0.09233,0.38449,0.5658,0.40675,0.41325,0.18,0.215352,52.4,53.670524,52.401722,53.670524,structural,0.019031,52.544845,0.014914,0.740407,0.019031,outsider,0.997243,0.997243,0.997243,1.021423,0.997276,1.021423,1.270524,0.024247,0.02418,0.024247,10
20260606_阪神_10,pw01dud002022104292/6A,フクキタテーラー,8,11,菱田 裕二,56,34.7,9,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,7.3226,37.5694,6.7742,55.4194,0,9,2.2258,35,0,0,2,34.7,34.7,34.7,34.7,0,0,0,9,0,0.6777,0.6247,0.4687,0.0,0.2109,0.1842,0.3454,0.249329,-0.1935,0.5032,0.0288,0.0288,0.185955,0.24911,0.39304,0.40675,0.41325,0.18,0.193845,34.7,36.938682,34.703034,36.938682,structural,0.027195,36.772134,0.022522,0.740407,0.027195,outsider,0.943649,0.943649,0.943649,1.004529,0.943732,1.004529,2.238682,0.064515,0.06088,0.064515,9
20260606_阪神_10,pw01dud002022102722/11,ドゥラエテルノ,5,5,武 豊,58,6,2,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,3.3226,37.1484,2.5161,57.5968,0,2,-0.5161,35,0,0,2,6,6,6,6,0,0,0,2,0,0.6777,0.6173,0.7306,0.0,0.5467,0.369,0.3081,0.346486,-0.1344,0.4403,0.1667,0.1667,0.09429,0.49463,0.576265,0.40675,0.41325,0.18,0.298028,6,6.166799,6.000226,6.166799,structural,0.148839,6.718654,0.130253,0.380407,0.191763,favorite,0.893036,0.893036,0.893036,0.917862,0.89307,0.917862,0.166799,0.0278,0.024826,0.0278,2
20260606_阪神_10,pw01dud002023102553/DE,ボクマダネムイヨ,5,6,川田 将雅,55,1.5,1,阪神,2026-06-06,10,ダート,1800,,0,0.0,4,3.7581,37.2694,1.7742,57,0,1,-0.7742,35,0,0,2,1.5,1.5,1.5,1.5,0,0,0,1,0,0.6777,0.6731,0.667,0.0,0.2817,0.3935,0.1962,0.302999,0.6667,0.3226,0.6667,0.6667,0.11655,0.41466,0.467965,0.40675,0.41325,0.18,0.400366,1.5,1.863838,1.500493,1.863838,structural,0.368864,2.711027,0.521012,0.380407,0.705877,favorite,0.553296,0.553296,0.553296,0.687503,0.553478,0.687503,0.363838,0.242559,0.134207,0.242559,1
20260606_阪神_11,pw01dud002020103049/D6,ミカッテヨンデイイ,5,5,今村 聖奈,56,25.4,8,阪神,2026-06-06,11,芝,2000,,0,0.0,4,10.2419,33.9387,9.7419,54,0,8,-1.7419,35,0,0,2,25.4,25.4,25.4,25.4,0,0,0,8,0,0.6777,1.0051,0.4991,0.6871,0.3483,0.2559,0.1543,0.443335,-0.6667,0.0,0.0394,0.0394,0.62193,0.33226,0.37304,0.358113,0.461887,0.18,0.151406,25.4,23.252817,25.39709,23.252817,structural,0.046489,21.510624,0.031328,0.580407,0.046489,contender,1.180812,1.180812,1.180812,1.080992,1.180677,1.080992,-2.147183,-0.084535,-0.09982,-0.084535,8
20260606_阪神_11,pw01dud002020103487/F4,ミッキーツインクル,7,8,中井 裕二,56,12.5,7,阪神,2026-06-06,11,芝,2000,,0,0.0,4,5.8548,33.8935,7.4516,55.6774,0,7,-0.4516,35,0,0,2,12.5,12.5,12.5,12.5,0,0,0,7,0,0.6777,1.0533,0.7467,0.7022,0.2533,0.31,0.1575,0.460139,-0.1075,0.5032,0.08,0.08,0.545085,0.38033,0.49593,0.358113,0.461887,0.18,0.267128,12.5,12.179994,12.499566,12.179994,structural,0.084318,11.859851,0.063659,0.580407,0.084318,contender,1.053976,1.053976,1.053976,1.026994,1.05394,1.026994,-0.320006,-0.0256,-0.026982,-0.0256,7
20260606_阪神_11,pw01dud002021105453/62,エラン,6,7,西村 淳也,58,12.2,6,阪神,2026-06-06,11,芝,2000,,0,0.0,4,6.1613,34.4984,5.4355,57.6774,0,6,0.5645,35,0,0,2,12.2,12.2,12.2,12.2,0,0,0,6,0,0.6777,0.9179,0.6129,0.5005,0.2098,0.3269,0.1909,0.402857,-0.1075,0.0,0.082,0.082,0.46081,0.34897,0.425835,0.358113,0.461887,0.18,0.229721,12.2,12.150094,12.199932,12.150094,structural,0.08617,11.605003,0.065224,0.580407,0.08617,contender,1.051271,1.051271,1.051271,1.04697,1.051265,1.04697,-0.049906,-0.004091,-0.0043,-0.004091,6
20260606_阪神_11,pw01dud002021100225/0B,モズマーヴェリック,7,9,M.デムーロ,58,59.4,11,阪神,2026-06-06,11,芝,2000,,0,0.0,4,12.1613,36.4242,12.4194,57.1774,0,11,-1.4194,35,0,0,2,59.4,59.4,59.4,59.4,0,0,0,11,0,0.6777,0.7968,0.5436,0.0,0.2098,0.1966,0.1898,0.251626,-0.2742,0.0,0.0168,0.0168,0.15974,0.26996,0.38739,0.358113,0.461887,0.18,0.129484,59.4,57.099199,59.396881,57.099199,structural,0.017366,57.584911,0.013396,0.740407,0.017366,outsider,1.03152,1.03152,1.03152,0.991565,1.031466,0.991565,-2.300801,-0.038734,-0.039955,-0.038734,11
20260606_阪神_11,pw01dud002022105710/E8,ジーティーダーリン,2,2,松本 大輝,58,10.9,5,阪神,2026-06-06,11,芝,2000,,0,0.0,4,6.0806,38.079,1.629,56.8226,0,5,3.371,35,0,0,2,10.9,10.9,10.9,10.9,0,0,0,5,0,0.6777,0.665,0.8681,0.0,0.1584,0.3746,0.1965,0.306015,-0.3925,0.175,0.0917,0.0917,0.046165,0.40844,0.560165,0.358113,0.461887,0.18,0.227408,10.9,11.56273,10.900898,11.56273,structural,0.094086,10.628608,0.073003,0.580407,0.095278,contender,1.025534,1.025534,1.025534,1.087888,1.025619,1.087888,0.66273,0.060801,0.062353,0.060801,5
20260606_阪神_11,pw01dud002020100976/99,ハギノアルデバラン,8,10,高杉 吏麒,58,31,10,阪神,2026-06-06,11,芝,2000,,0,0.0,4,8.9032,34.6452,8.6452,57.1774,0,10,1.3548,35,0,0,2,31,31,31,31,0,0,0,10,0,0.6777,0.9303,0.3672,0.4516,0.2386,0.2343,0.2793,0.363405,-0.2742,0.0,0.0323,0.0323,0.51502,0.26217,0.32154,0.358113,0.461887,0.18,0.177593,31,32.389819,31.001884,32.389819,structural,0.030613,32.665762,0.025669,0.740407,0.030613,outsider,0.949006,0.949006,0.949006,0.991553,0.949064,0.991553,1.389819,0.044833,0.042547,0.044833,10
20260606_阪神_11,pw01dud002020107121/0B,イケイケドンドン,8,11,小沢 大仁,58,30.7,9,阪神,2026-06-06,11,芝,2000,,0,0.0,4,10.2097,34.7548,14.1452,56.9032,0,9,-5.1452,35,0,0,2,30.7,30.7,30.7,30.7,0,0,0,9,0,0.6777,0.9004,0.2657,0.4151,0.194,0.2187,0.3449,0.340762,-0.3656,0.0,0.0326,0.0326,0.52682,0.22069,0.278705,0.358113,0.461887,0.18,0.169326,30.7,29.565496,30.698462,29.565496,structural,0.030889,32.373676,0.02592,0.740407,0.030889,outsider,0.948301,0.948301,0.948301,0.913257,0.948254,0.913257,-1.134504,-0.036955,-0.035044,-0.036955,9
20260606_阪神_11,pw01dud002021102800/B0,キャントウェイト,3,3,団野 大成,58,6.3,4,阪神,2026-06-06,11,芝,2000,,0,0.0,4,5.2581,34.379,8.7258,58,0,4,-4.7258,35,0,0,2,6.3,6.3,6.3,6.3,0,0,0,4,0,0.6777,0.9348,0.6641,0.5403,0.2857,0.3659,0.1941,0.437249,-0.0,0.0,0.1587,0.1587,0.46876,0.40148,0.46634,0.358113,0.461887,0.18,0.269856,6.3,6.088286,6.299713,6.088286,structural,0.132689,7.536394,0.126307,0.580407,0.157784,contender,0.835944,0.835944,0.835944,0.807851,0.835906,0.807851,-0.211714,-0.033605,-0.028092,-0.033605,3
20260606_阪神_11,pw01dud002021102728/37,バッデレイト,6,6,岩田 望来,58,5.2,3,阪神,2026-06-06,11,芝,2000,,0,0.0,4,5.3226,33.7532,3.8871,57.4516,0,3,-0.8871,35,0,0,2,5.2,5.2,5.2,5.2,0,0,0,3,0,0.6777,0.8525,0.6518,0.7489,0.4034,0.3151,0.3401,0.500632,-0.1828,0.325,0.1923,0.1923,0.608655,0.40893,0.52103,0.358113,0.461887,0.18,0.294509,5.2,5.743232,5.200736,5.743232,structural,0.13905,7.191674,0.153026,0.380407,0.222026,favorite,0.723058,0.723058,0.723058,0.798595,0.723161,0.798595,0.543232,0.104468,0.075536,0.104468,4
20260606_阪神_11,pw01dud002021105503/43,クルミナーレ,4,4,松山 弘平,58,4.8,2,阪神,2026-06-06,11,芝,2000,,0,0.0,4,4.5645,34.6113,1.8226,57.7258,0,2,0.1774,35,0,0,2,4.8,4.8,4.8,4.8,0,0,0,2,0,0.6777,0.8019,0.8036,0.4629,0.259,0.3806,0.414,0.439293,-0.0914,0.3895,0.2083,0.2083,0.369625,0.42872,0.60503,0.358113,0.461887,0.18,0.336943,4.8,5.439375,4.800867,5.439375,structural,0.148285,6.743762,0.165778,0.380407,0.239457,favorite,0.711769,0.711769,0.711769,0.806579,0.711897,0.806579,0.639375,0.133203,0.09481,0.133203,2
20260606_阪神_11,pw01dud002022103207/2A,ミュージシャン,1,1,坂井 瑠星,58,3.1,1,阪神,2026-06-06,11,芝,2000,,0,0.0,4,3.3226,34.729,1.871,56,0,1,-0.871,35,0,0,2,3.1,3.1,3.1,3.1,0,0,0,1,0,0.6777,0.8793,0.8899,0.4237,0.3051,0.4685,0.4957,0.468212,-0.6667,0.2887,0.3226,0.3226,0.31394,0.50376,0.68392,0.358113,0.461887,0.18,0.349554,3.1,3.736726,3.100863,3.736726,structural,0.190045,5.261899,0.256689,0.380407,0.361523,favorite,0.589141,0.589141,0.589141,0.710148,0.589305,0.710148,0.636726,0.205395,0.121007,0.205395,1
