row_id,race_id,horse_id,horse_name,frame_number,horse_number,current_jockey,assigned_weight,current_odds,current_popularity,target_track,target_race_date,target_race_number,target_surface,target_distance,target_weather,target_track_condition,target_conditions_captured_at,horse_country,run_index,date,race_name,course,distance,position,time,weight,jockey,pace,last_3f,track_condition,weather,passing_order,odds,popularity
row_aade3dcfc739a34b4ccf,20260607_東京_11,pw01dud002017103751/0E,サクラトゥジュール,3,5,佐々木 大輔,58,197.4,16,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,1,2026年2月22日,フェブラリー,東京,1600,13,97.7,58,R.キング,,37.6,良,,9,,13
row_be4e81ea38ffc15ff6ca,20260607_東京_11,pw01dud002017103751/0E,サクラトゥジュール,3,5,佐々木 大輔,58,197.4,16,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,2,2026年2月10日,東京新聞杯,東京,1600,9,92.5,57,R.キング,,33.2,良,,12,,14
row_7729fb58fd3b9f910a3c,20260607_東京_11,pw01dud002017103751/0E,サクラトゥジュール,3,5,佐々木 大輔,58,197.4,16,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,3,2025年6月8日,安田記念,東京,1600,8,93.2,58,D.レーン,,34,良,,12,,13
row_dd6647982bf4c82dc11a,20260607_東京_11,pw01dud002017103751/0E,サクラトゥジュール,3,5,佐々木 大輔,58,197.4,16,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,4,2025年2月9日,東京新聞杯,東京,1600,15,94,58,R.キング,,34.8,良,,8,,4
row_d73fe974b6c9a26396b8,20260607_東京_11,pw01dud002018104708/5E,ロングラン,1,2,F.ゴンサルベス,58,392.1,17,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,1,2026年4月26日,マイラーズC,京都,1600,18,92.6,58,団野 大成,,33.7,良,,10,,16
row_fdab19869808eab1b0f2,20260607_東京_11,pw01dud002018104708/5E,ロングラン,1,2,F.ゴンサルベス,58,392.1,17,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,2,2026年2月22日,フェブラリー,東京,1600,14,97.8,58,荻野 極,,37.4,良,,13,,15
row_e74c11d02c04e8145767,20260607_東京_11,pw01dud002018104708/5E,ロングラン,1,2,F.ゴンサルベス,58,392.1,17,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,3,2025年11月23日,マイルCS,京都,1600,15,92.7,58,岩田 康誠,,33,良,,17,,16
row_833ea35c2a48761edb9a,20260607_東京_11,pw01dud002018104708/5E,ロングラン,1,2,F.ゴンサルベス,58,392.1,17,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,4,2025年10月5日,毎日王冠,東京,1800,8,104.7,58,丹内 祐次,,33.3,良,,11,,9
row_bc21388ea843d07b8a81,20260607_東京_11,pw01dud002019102632/59,セイウンハーデス,7,13,幸 英明,58,11,6,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,1,2026年4月5日,大阪杯,阪神,2000,5,118,58,幸 英明,,35.3,良,,4,,9
row_00eba77e9a84cf574c58,20260607_東京_11,pw01dud002019102632/59,セイウンハーデス,7,13,幸 英明,58,11,6,東京,2026-06-07,11,芝,1600,,,2026-06-07T07:11:27.829366+00:00,,2,2026年3月1日,中山記念,中山,1800,12,105.9,57,幸 英明,,35.2,良,,1,,1
