race_id,horse_id,horse_name,frame_number,horse_number,current_jockey,assigned_weight,current_odds,current_popularity,target_track,target_race_date,target_race_number,target_surface,target_distance,horse_country,is_overseas_race,country_value_score,history_count,avg_finish,avg_last3f,avg_popularity,avg_weight,avg_odds,current_popularity_score,popularity_gap,days_since_last_run,odds_history_trend,odds_volatility,odds_snapshot_count,odds_first,odds_latest,odds_min,odds_max,odds_range_ratio,odds_slope_recent,odds_slope_full,popularity_latest,popularity_change,odds_span_minutes,speed_score,front_rate,closing_strength,consistency,ability_score,course_score,pace_score,weight_score,jockey_score,market_support,market_support_base,pace_high,pace_mid,pace_slow,pace_mix_high,pace_mix_mid,pace_mix_slow,model_score,win_odds,predicted_odds_structural,predicted_odds_live,predicted_odds,predicted_odds_source,win_prob,fair_odds,market_prob,market_shrink_used,probability_cap,probability_band,ev,ev_win,ev_current,ev_predicted_structural,ev_predicted_live,ev_predicted,odds_gap,odds_gap_ratio,ev_delta,ev_delta_ratio,win5_rank
20260607_東京_09,pw01dud002021100597/F4,ズイウンゴサイ,2,2,津村 明秀,58,28.9,8,東京,2026-06-07,09,芝,2000,,0,0.0,4,5.629,34.0161,6.1774,58,0,8,1.8226,35,0,0,2,28.9,28.9,28.9,28.9,0,0,0,8,0,6.3843,0.8199,0.4915,0.6613,0.5467,0.2736,0.3032,0.505083,-0.0,0.0,0.0346,0.0346,0.60782,0.39911,0.44329,0.46965,0.35035,0.18,0.242325,28.9,28.445343,28.894195,28.445343,structural,0.041457,24.121283,0.02714,0.583831,0.041457,contender,1.198112,1.198112,1.198112,1.179263,1.197871,1.179263,-0.454657,-0.015732,-0.018849,-0.015732,8
20260607_東京_09,pw01dud002021101068/31,クロシェットノエル,3,3,武藤 雅,56,21.7,7,東京,2026-06-07,09,芝,2000,,0,0.0,4,4,34.3919,3.629,55.5484,0,7,3.371,35,0,0,2,21.7,21.7,21.7,21.7,0,0,0,7,0,6.3843,0.8814,0.759,0.536,1.0,0.3637,0.4218,0.550159,-0.1505,0.2097,0.0461,0.0461,0.43275,0.63365,0.69399,0.46965,0.35035,0.18,0.310099,21.7,22.377563,21.708652,22.377563,structural,0.052208,19.154028,0.036145,0.583831,0.052208,contender,1.132921,1.132921,1.132921,1.168295,1.133373,1.168295,0.677563,0.031224,0.035374,0.031224,7
20260607_東京_09,pw01dud002022106817/2D,マイネルアレス,5,5,丹内 祐次,58,19.4,6,東京,2026-06-07,09,芝,2000,,0,0.0,4,2.7581,34.3839,3.6613,58,0,6,2.3387,35,0,0,2,19.4,19.4,19.4,19.4,0,0,0,6,0,6.3843,0.8834,0.888,0.5387,0.3483,0.5215,0.1801,0.480086,-0.0,0.5008,0.0515,0.0515,0.389355,0.54284,0.594675,0.46965,0.35035,0.18,0.367302,19.4,19.70888,19.403944,19.70888,structural,0.057232,17.472863,0.04043,0.583831,0.057232,contender,1.110293,1.110293,1.110293,1.127971,1.110519,1.127971,0.30888,0.015922,0.017678,0.015922,6
20260607_東京_09,pw01dud002022105139/ED,サラスヴァティー,8,8,横山 武史,56,6.7,3,東京,2026-06-07,09,芝,2000,,0,0.0,4,1.4516,34.2871,2.7581,55.0968,0,3,0.2419,35,0,0,2,6.7,6.7,6.7,6.7,0,0,0,3,0,6.3843,0.8894,0.8824,0.571,0.6667,0.753,0.3151,0.579825,-0.3011,0.7266,0.1493,0.1493,0.41231,0.75299,0.679855,0.46965,0.35035,0.18,0.505102,6.7,6.522789,6.697737,6.522789,structural,0.165484,6.042895,0.117067,0.383831,0.176368,favorite,1.10874,1.10874,1.10874,1.079415,1.108366,1.079415,-0.177211,-0.026449,-0.029325,-0.026449,2
20260607_東京_09,pw01dud002021105865/1C,エボルヴィング,4,4,M.ディー,58,15.2,5,東京,2026-06-07,09,芝,2000,,0,0.0,4,9.1613,36.2177,6.5323,58,0,5,-1.5323,35,0,0,2,15.2,15.2,15.2,15.2,0,0,0,5,0,6.3843,0.8743,0.7249,0.0,0.1408,0.3275,0.1882,0.253912,-0.0,0.1129,0.0658,0.0658,0.096285,0.35097,0.476275,0.46965,0.35035,0.18,0.221452,15.2,14.444456,15.190353,14.444456,structural,0.069814,14.323724,0.051602,0.583831,0.069814,contender,1.061177,1.061177,1.061177,1.008429,1.060503,1.008429,-0.755544,-0.049707,-0.052748,-0.049707,5
20260607_東京_09,pw01dud002022105421/D8,コンフォルツァ,1,1,丸山 元気,58,10.6,4,東京,2026-06-07,09,芝,2000,,0,0.0,4,3.4032,33.9016,3.129,57.2419,0,4,0.871,35,0,0,2,10.6,10.6,10.6,10.6,0,0,0,4,0,6.3843,0.9244,0.6708,0.6995,0.4,0.4537,0.275,0.528232,-0.2527,0.3879,0.0943,0.0943,0.569895,0.48101,0.51144,0.46965,0.35035,0.18,0.335703,10.6,10.706521,10.60136,10.706521,structural,0.096672,10.3443,0.073995,0.583831,0.096672,contender,1.024719,1.024719,1.024719,1.035016,1.02485,1.035016,0.106521,0.010049,0.010298,0.010049,4
20260607_東京_09,pw01dud002022105388/2C,ビーオンザカバー,7,7,戸崎 圭太,58,4.8,2,東京,2026-06-07,09,芝,2000,,0,0.0,4,4.0806,33.5113,1.9516,57.1452,0,2,0.0484,35,0,0,2,4.8,4.8,4.8,4.8,0,0,0,2,0,6.3843,0.9739,0.5712,0.8296,0.435,0.4095,0.4476,0.573682,-0.2849,0.3879,0.2083,0.2083,0.68932,0.44949,0.51369,0.46965,0.35035,0.18,0.359679,4.8,5.14813,4.804445,5.14813,structural,0.170268,5.873096,0.163405,0.383831,0.236461,favorite,0.817286,0.817286,0.817286,0.876562,0.818043,0.876562,0.34813,0.072527,0.059275,0.072527,3
20260607_東京_09,pw01dud002023107056/ED,ゴーラッキー,6,6,C.ルメール,55,1.6,1,東京,2026-06-07,09,芝,2000,,0,0.0,3,2.9608,34.1471,1.6667,56.7255,0,1,-0.6667,35,0,0,2,1.6,1.6,1.6,1.6,0,0,0,1,0,6.3843,1.0051,0.7832,0.6176,0.2979,0.5503,0.4768,0.518089,0.5752,0.6078,0.625,0.625,0.47732,0.52116,0.618485,0.46965,0.35035,0.18,0.550412,1.6,1.936188,1.604293,1.936188,structural,0.346865,2.882962,0.490216,0.383831,0.672344,favorite,0.554985,0.554985,0.554985,0.671597,0.556474,0.671597,0.336188,0.210118,0.116612,0.210118,1
20260607_東京_10,pw01dud002021101449/48,ライジンマル,8,16,木幡 初也,58,14.4,3,東京,2026-06-07,10,ダート,1400,,0,0.0,4,6.0806,39.6258,6.4839,58,0,3,-3.4839,35,0,0,2,14.4,14.4,14.4,14.4,0,0,0,3,0,6.3843,0.5728,0.9545,0.0,0.4785,0.2164,0.1333,0.350257,-0.0,0.65,0.0694,0.0694,0.015925,0.44265,0.63674,0.298387,0.521613,0.18,0.225919,14.4,12.31272,14.373348,12.31272,structural,0.09029,11.07547,0.054178,0.383831,0.09029,favorite,1.300171,1.300171,1.300171,1.111711,1.297764,1.111711,-2.08728,-0.14495,-0.18846,-0.14495,3
20260607_東京_10,pw01dud002022104627/FD,シホノペルフェット,4,7,F.ゴンサルベス,58,34.4,8,東京,2026-06-07,10,ダート,1400,,0,0.0,4,12.4516,37.4065,9.9839,56.9516,0,8,-1.9839,35,0,0,2,34.4,34.4,34.4,34.4,0,0,0,8,0,6.3843,0.7743,0.6546,0.0,0.2098,0.1919,0.1726,0.267031,-0.3495,0.0,0.0291,0.0291,0.12089,0.28981,0.44328,0.298387,0.521613,0.18,0.123019,34.4,30.880606,34.355062,30.880606,structural,0.036033,27.752588,0.022679,0.583831,0.036033,contender,1.239524,1.239524,1.239524,1.112711,1.237905,1.112711,-3.519394,-0.102308,-0.126813,-0.102308,8
